ID,Marital status,Gender, Income ,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Age bracktes,Purchased Bike
19491,Single,Male," $30,000 ",2,Partial College,Clerical,Yes,2,0-1 Miles,Europe,42,Middle aged,No
26415,Maried,Female," $90,000 ",4,Partial High School,Skilled Manual,Yes,4,More than 10 Miles,Europe,58,Old,No
12821,Maried,Male," $40,000 ",0,Bachelors,Clerical,Yes,0,0-1 Miles,Europe,39,Middle aged,No
15629,Single,Female," $10,000 ",0,Partial High School,Manual,Yes,2,1-2 Miles,Europe,34,Middle aged,No
27835,Maried,Male," $20,000 ",0,Partial High School,Manual,Yes,2,0-1 Miles,Europe,32,Middle aged,No
11738,Maried,Male," $60,000 ",4,Bachelors,Professional,Yes,0,2-5 Miles,North America,46,Middle aged,No
25065,Maried,Male," $70,000 ",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,48,Middle aged,No
26238,Single,Female," $40,000 ",3,Partial College,Clerical,Yes,1,1-2 Miles,North America,31,Middle aged,Yes
23707,Single,Male," $70,000 ",5,Bachelors,Management,Yes,3,More than 10 Miles,North America,60,Old,Yes
27650,Maried,Male," $70,000 ",4,High School,Professional,Yes,0,5-10 Miles,North America,51,Middle aged,No
24981,Maried,Male," $60,000 ",2,Partial College,Professional,Yes,2,More than 10 Miles,North America,56,Old,No
20678,Single,Female," $60,000 ",3,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,40,Middle aged,Yes
15302,Single,Female," $70,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle aged,Yes
26012,Maried,Male," $80,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,48,Middle aged,Yes
26575,Single,Female," $40,000 ",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle aged,Yes
15559,Maried,Male," $60,000 ",5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,Middle aged,No
19235,Maried,Female," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle aged,No
15275,Maried,Male," $40,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,29,Adolescent,No
20339,Maried,Female," $1,30,000 ",1,Bachelors,Management,Yes,4,2-5 Miles,North America,44,Middle aged,Yes
25405,Maried,Male," $70,000 ",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle aged,Yes
15940,Maried,Male," $1,00,000 ",4,Partial College,Professional,Yes,4,0-1 Miles,North America,40,Middle aged,No
25074,Maried,Female," $70,000 ",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,42,Middle aged,Yes
24738,Maried,Female," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Middle aged,Yes
16337,Maried,Male," $60,000 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,Adolescent,No
24357,Maried,Male," $80,000 ",3,Bachelors,Professional,Yes,1,2-5 Miles,North America,48,Middle aged,Yes
18613,Single,Male," $70,000 ",0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Middle aged,Yes
12207,Single,Male," $80,000 ",4,Bachelors,Management,Yes,0,5-10 Miles,North America,66,Old,Yes
18052,Maried,Female," $60,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,45,Middle aged,Yes
13353,Single,Female," $60,000 ",4,Graduate Degree,Management,Yes,2,More than 10 Miles,North America,61,Old,Yes
19399,Single,Male," $40,000 ",0,Bachelors,Professional,No,1,2-5 Miles,North America,45,Middle aged,No
16154,Maried,Female," $70,000 ",5,Bachelors,Professional,Yes,2,2-5 Miles,North America,47,Middle aged,No
22219,Maried,Female," $60,000 ",2,High School,Professional,Yes,2,5-10 Miles,North America,49,Middle aged,No
17269,Single,Male," $60,000 ",3,Bachelors,Professional,No,0,0-1 Miles,North America,47,Middle aged,Yes
23586,Maried,Female," $80,000 ",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle aged,Yes
15740,Maried,Male," $80,000 ",5,Bachelors,Management,Yes,2,1-2 Miles,North America,64,Old,No
27638,Single,Male," $1,00,000 ",1,Partial College,Professional,No,3,1-2 Miles,North America,44,Middle aged,No
18976,Single,Male," $40,000 ",4,High School,Professional,Yes,2,More than 10 Miles,North America,62,Old,Yes
19413,Single,Male," $60,000 ",3,Bachelors,Professional,No,1,0-1 Miles,North America,47,Middle aged,Yes
13283,Maried,Male," $80,000 ",3,Partial College,Professional,No,2,0-1 Miles,North America,49,Middle aged,Yes
17471,Single,Female," $80,000 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,67,Old,No
16791,Single,Male," $60,000 ",5,Bachelors,Management,Yes,3,More than 10 Miles,North America,59,Old,Yes
15382,Maried,Female," $1,10,000 ",1,Bachelors,Management,Yes,2,1-2 Miles,North America,44,Middle aged,No
11641,Maried,Male," $50,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,36,Middle aged,No
11935,Single,Female," $30,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,Adolescent,No
13233,Maried,Male," $60,000 ",2,Partial College,Professional,Yes,1,More than 10 Miles,North America,57,Old,Yes
25909,Maried,Male," $60,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,Yes
14092,Single,Male," $30,000 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,28,Adolescent,No
29143,Single,Female," $60,000 ",1,Bachelors,Professional,No,1,0-1 Miles,North America,44,Middle aged,Yes
24941,Maried,Male," $60,000 ",3,Bachelors,Management,Yes,2,More than 10 Miles,North America,66,Old,No
24637,Maried,Male," $40,000 ",4,High School,Professional,Yes,2,More than 10 Miles,North America,64,Old,No
23893,Maried,Male," $50,000 ",3,Bachelors,Skilled Manual,Yes,3,More than 10 Miles,North America,41,Middle aged,No
13907,Single,Female," $80,000 ",3,Bachelors,Skilled Manual,Yes,1,0-1 Miles,North America,41,Middle aged,Yes
14900,Maried,Female," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,49,Middle aged,Yes
11262,Maried,Female," $80,000 ",4,Bachelors,Management,Yes,0,0-1 Miles,North America,42,Middle aged,No
22294,Single,Female," $70,000 ",0,Bachelors,Professional,No,1,2-5 Miles,North America,37,Middle aged,Yes
12195,Single,Female," $70,000 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,52,Middle aged,No
25375,Maried,Male," $50,000 ",1,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,34,Middle aged,No
11143,Maried,Male," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,29,Adolescent,No
25898,Maried,Female," $70,000 ",2,High School,Professional,Yes,2,2-5 Miles,North America,53,Middle aged,No
24397,Single,Male," $1,20,000 ",2,Bachelors,Management,No,4,1-2 Miles,North America,40,Middle aged,No
19758,Single,Male," $60,000 ",0,Partial College,Skilled Manual,No,2,1-2 Miles,North America,29,Adolescent,No
15529,Maried,Male," $60,000 ",4,Bachelors,Professional,Yes,2,2-5 Miles,North America,43,Middle aged,Yes
19884,Maried,Male," $60,000 ",2,High School,Professional,Yes,2,2-5 Miles,North America,55,Old,Yes
18674,Single,Female," $80,000 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,48,Middle aged,No
13453,Maried,Female," $1,30,000 ",3,Bachelors,Management,Yes,3,0-1 Miles,North America,45,Middle aged,Yes
14063,Single,Female," $70,000 ",0,Bachelors,Professional,No,1,0-1 Miles,Pacific,42,Middle aged,Yes
27393,Maried,Female," $50,000 ",4,Bachelors,Management,Yes,2,More than 10 Miles,North America,63,Old,No
14417,Single,Male," $60,000 ",3,High School,Professional,Yes,2,More than 10 Miles,North America,54,Middle aged,Yes
17533,Maried,Male," $40,000 ",3,Partial College,Professional,No,2,5-10 Miles,North America,73,Old,Yes
18580,Maried,Female," $60,000 ",2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,40,Middle aged,Yes
17025,Single,Male," $50,000 ",0,Partial College,Skilled Manual,No,1,2-5 Miles,North America,39,Middle aged,Yes
25293,Maried,Male," $80,000 ",4,Bachelors,Management,Yes,0,1-2 Miles,North America,42,Middle aged,No
24725,Maried,Female," $40,000 ",3,Partial College,Clerical,Yes,0,1-2 Miles,North America,31,Middle aged,No
23200,Maried,Female," $50,000 ",3,Bachelors,Skilled Manual,Yes,2,0-1 Miles,North America,41,Middle aged,No
15895,Single,Female," $60,000 ",2,Bachelors,Management,Yes,0,More than 10 Miles,North America,58,Old,No
18577,Maried,Female," $60,000 ",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,Middle aged,No
27218,Maried,Female," $20,000 ",2,Partial High School,Clerical,No,0,0-1 Miles,North America,48,Middle aged,No
18560,Maried,Female," $70,000 ",2,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,34,Middle aged,Yes
25006,Single,Female," $30,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,Adolescent,No
17369,Single,Male," $30,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,27,Adolescent,No
14495,Maried,Male," $40,000 ",3,Partial College,Professional,No,2,5-10 Miles,North America,54,Middle aged,Yes
18847,Maried,Female," $60,000 ",2,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,Old,No
14754,Maried,Male," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,48,Middle aged,Yes
23378,Maried,Male," $70,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Middle aged,Yes
26452,Single,Male," $50,000 ",3,Graduate Degree,Management,Yes,2,More than 10 Miles,North America,69,Old,No
20370,Maried,Male," $70,000 ",3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle aged,No
20528,Maried,Male," $40,000 ",2,Partial High School,Skilled Manual,Yes,2,2-5 Miles,North America,55,Old,No
23549,Single,Male," $30,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolescent,No
21751,Maried,Male," $60,000 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,63,Old,No
21266,Single,Female," $80,000 ",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle aged,Yes
13388,Single,Male," $60,000 ",2,Partial College,Professional,Yes,1,More than 10 Miles,North America,56,Old,No
18752,Single,Female," $40,000 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,31,Middle aged,No
16917,Maried,Male," $1,20,000 ",1,Bachelors,Management,Yes,4,0-1 Miles,North America,38,Middle aged,No
15313,Maried,Male," $60,000 ",4,Bachelors,Management,Yes,2,2-5 Miles,North America,59,Old,No
25329,Single,Female," $40,000 ",3,Partial College,Clerical,No,2,0-1 Miles,North America,32,Middle aged,No
20380,Maried,Female," $60,000 ",3,Graduate Degree,Management,Yes,2,More than 10 Miles,North America,69,Old,No
23089,Maried,Male," $40,000 ",0,Partial College,Skilled Manual,Yes,1,5-10 Miles,North America,28,Adolescent,No
13749,Maried,Male," $80,000 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle aged,No
24943,Maried,Male," $60,000 ",3,Bachelors,Management,Yes,2,More than 10 Miles,North America,66,Old,No
28667,Single,Male," $70,000 ",2,Bachelors,Skilled Manual,No,1,0-1 Miles,North America,37,Middle aged,Yes
15194,Single,Male," $1,20,000 ",2,Bachelors,Management,No,3,0-1 Miles,North America,39,Middle aged,Yes
17436,Maried,Male," $60,000 ",2,High School,Professional,No,2,1-2 Miles,North America,51,Middle aged,No
18935,Maried,Female," $1,30,000 ",0,Graduate Degree,Management,Yes,3,1-2 Miles,North America,40,Middle aged,No
16871,Maried,Female," $90,000 ",2,High School,Professional,Yes,1,More than 10 Miles,North America,51,Middle aged,Yes
12100,Single,Male," $60,000 ",2,Bachelors,Management,Yes,0,More than 10 Miles,North America,57,Old,No
23158,Maried,Female," $60,000 ",1,Graduate Degree,Professional,No,0,0-1 Miles,North America,35,Middle aged,Yes
18545,Maried,Male," $40,000 ",4,High School,Professional,No,2,More than 10 Miles,North America,61,Old,Yes
18391,Single,Female," $80,000 ",5,Partial College,Professional,Yes,2,5-10 Miles,North America,44,Middle aged,No
19812,Single,Female," $70,000 ",2,Partial College,Professional,Yes,0,5-10 Miles,North America,49,Middle aged,Yes
27660,Maried,Male," $80,000 ",4,Graduate Degree,Management,Yes,2,5-10 Miles,North America,70,Old,No
18058,Single,Female," $20,000 ",3,High School,Skilled Manual,Yes,2,2-5 Miles,North America,78,Old,No
20343,Maried,Female," $90,000 ",4,Partial College,Professional,Yes,1,1-2 Miles,North America,45,Middle aged,No
28997,Single,Male," $40,000 ",2,High School,Professional,No,1,2-5 Miles,North America,58,Old,Yes
24398,Maried,Male," $1,30,000 ",1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,41,Middle aged,No
19002,Maried,Female," $60,000 ",2,Partial College,Professional,Yes,1,2-5 Miles,North America,57,Old,Yes
28609,Maried,Male," $30,000 ",2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,Middle aged,No
29231,Single,Male," $80,000 ",4,Partial College,Professional,No,2,0-1 Miles,North America,43,Middle aged,No
18858,Single,Male," $60,000 ",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle aged,Yes
20000,Maried,Male," $60,000 ",1,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,35,Middle aged,Yes
25261,Maried,Male," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolescent,No
17458,Single,Male," $70,000 ",3,High School,Professional,Yes,0,5-10 Miles,North America,52,Middle aged,Yes
11644,Single,Male," $40,000 ",2,Bachelors,Skilled Manual,Yes,0,2-5 Miles,North America,36,Middle aged,No
16145,Single,Female," $70,000 ",5,Graduate Degree,Professional,Yes,3,More than 10 Miles,North America,46,Middle aged,Yes
16890,Maried,Male," $60,000 ",3,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,52,Middle aged,Yes
25983,Maried,Male," $70,000 ",0,Bachelors,Professional,No,1,0-1 Miles,North America,43,Middle aged,No
14633,Maried,Male," $60,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,44,Middle aged,No
22994,Maried,Female," $80,000 ",0,Bachelors,Management,Yes,1,1-2 Miles,North America,34,Middle aged,Yes
22983,Single,Female," $30,000 ",0,Partial High School,Clerical,Yes,2,5-10 Miles,North America,27,Adolescent,No
25184,Single,Male," $1,10,000 ",1,Partial College,Professional,Yes,4,5-10 Miles,North America,45,Middle aged,Yes
14469,Maried,Female," $1,00,000 ",3,Partial College,Professional,Yes,4,1-2 Miles,North America,45,Middle aged,No
11538,Single,Female," $60,000 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle aged,Yes
16245,Single,Female," $80,000 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,47,Middle aged,No
17858,Maried,Male," $40,000 ",4,High School,Skilled Manual,Yes,2,2-5 Miles,North America,44,Middle aged,Yes
25347,Single,Female," $20,000 ",3,Partial High School,Clerical,No,2,0-1 Miles,North America,49,Middle aged,No
15814,Single,Female," $40,000 ",0,High School,Skilled Manual,Yes,1,5-10 Miles,North America,30,Adolescent,No
11259,Maried,Female," $1,00,000 ",4,Partial College,Professional,Yes,4,2-5 Miles,North America,41,Middle aged,Yes
11200,Maried,Male," $70,000 ",4,Bachelors,Management,Yes,1,1-2 Miles,North America,58,Old,No
25101,Maried,Male," $60,000 ",5,Bachelors,Professional,Yes,1,2-5 Miles,North America,47,Middle aged,No
21801,Maried,Female," $70,000 ",4,Partial College,Professional,Yes,1,1-2 Miles,North America,55,Old,No
25943,Single,Female," $70,000 ",0,Partial College,Skilled Manual,No,2,0-1 Miles,North America,27,Adolescent,Yes
22127,Maried,Male," $60,000 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,Old,No
20414,Maried,Female," $60,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,29,Adolescent,No
23672,Maried,Female," $60,000 ",3,Graduate Degree,Management,Yes,2,1-2 Miles,North America,67,Old,No
29255,Single,Male," $80,000 ",3,Partial College,Professional,No,1,1-2 Miles,North America,51,Middle aged,Yes
28815,Maried,Female," $50,000 ",1,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,35,Middle aged,No
27753,Maried,Male," $40,000 ",0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,Adolescent,No
27643,Single,Male," $70,000 ",5,Partial College,Professional,Yes,3,2-5 Miles,North America,44,Middle aged,No
13754,Single,Female," $80,000 ",4,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,48,Middle aged,No
22088,Maried,Female," $1,30,000 ",1,Bachelors,Management,Yes,2,0-1 Miles,North America,45,Middle aged,Yes
27388,Maried,Male," $60,000 ",3,Bachelors,Management,No,2,1-2 Miles,North America,66,Old,No
24745,Single,Female," $30,000 ",2,High School,Skilled Manual,No,2,0-1 Miles,North America,49,Middle aged,No
29237,Single,Female," $1,20,000 ",4,Partial College,Professional,Yes,3,5-10 Miles,North America,43,Middle aged,Yes
15272,Single,Male," $40,000 ",0,High School,Skilled Manual,No,2,1-2 Miles,North America,30,Adolescent,No
18949,Single,Male," $70,000 ",0,Graduate Degree,Management,Yes,2,5-10 Miles,North America,74,Old,Yes
14507,Maried,Male," $1,00,000 ",2,Graduate Degree,Management,Yes,3,1-2 Miles,North America,65,Old,No
25886,Maried,Female," $60,000 ",2,Partial College,Professional,Yes,2,2-5 Miles,North America,56,Old,Yes
21441,Maried,Male," $50,000 ",4,Bachelors,Management,Yes,2,More than 10 Miles,North America,64,Old,No
21741,Maried,Female," $70,000 ",3,Partial College,Professional,Yes,2,5-10 Miles,North America,50,Middle aged,Yes
14572,Maried,Female," $70,000 ",3,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle aged,Yes
23368,Maried,Female," $60,000 ",5,Bachelors,Skilled Manual,Yes,3,More than 10 Miles,North America,41,Middle aged,No
16217,Single,Female," $60,000 ",0,Graduate Degree,Skilled Manual,Yes,0,0-1 Miles,North America,39,Middle aged,No
16247,Single,Female," $60,000 ",4,Graduate Degree,Skilled Manual,No,0,1-2 Miles,North America,47,Middle aged,No
22010,Single,Male," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,31,Middle aged,No
25872,Single,Female," $70,000 ",2,Bachelors,Management,No,1,2-5 Miles,North America,58,Old,Yes
19164,Single,Female," $70,000 ",0,Bachelors,Professional,No,1,2-5 Miles,North America,38,Middle aged,Yes
18435,Single,Female," $70,000 ",5,Graduate Degree,Management,Yes,2,More than 10 Miles,North America,67,Old,Yes
14284,Single,Male," $60,000 ",0,Partial College,Professional,No,2,1-2 Miles,North America,32,Middle aged,Yes
11287,Maried,Male," $70,000 ",5,Partial College,Professional,No,3,5-10 Miles,North America,45,Middle aged,No
13066,Single,Male," $30,000 ",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle aged,Yes
29106,Single,Male," $40,000 ",0,High School,Skilled Manual,No,2,1-2 Miles,North America,31,Middle aged,Yes
26236,Maried,Female," $40,000 ",3,Partial College,Clerical,Yes,1,0-1 Miles,North America,31,Middle aged,No
17531,Maried,Male," $60,000 ",2,High School,Professional,No,2,5-10 Miles,North America,50,Middle aged,No
12964,Maried,Male," $70,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Middle aged,No
19133,Single,Male," $50,000 ",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle aged,Yes
24643,Single,Female," $60,000 ",4,Bachelors,Management,Yes,2,More than 10 Miles,North America,63,Old,No
21599,Maried,Female," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle aged,Yes
22976,Single,Male," $40,000 ",0,High School,Skilled Manual,No,2,0-1 Miles,North America,28,Adolescent,Yes
27637,Single,Female," $1,00,000 ",1,Partial College,Professional,No,3,1-2 Miles,North America,44,Middle aged,No
11890,Maried,Female," $70,000 ",5,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,47,Middle aged,No
28580,Maried,Female," $80,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,40,Middle aged,Yes
14443,Maried,Male," $1,30,000 ",1,Graduate Degree,Management,Yes,4,0-1 Miles,North America,40,Middle aged,No
17864,Maried,Female," $60,000 ",1,Partial College,Skilled Manual,Yes,1,2-5 Miles,North America,46,Middle aged,Yes
20505,Maried,Female," $40,000 ",5,High School,Professional,No,2,More than 10 Miles,North America,61,Old,No
14592,Maried,Female," $60,000 ",0,Graduate Degree,Professional,Yes,0,0-1 Miles,North America,40,Middle aged,No
22227,Maried,Female," $60,000 ",2,High School,Professional,Yes,2,5-10 Miles,North America,50,Middle aged,No
21471,Maried,Male," $70,000 ",2,Partial College,Professional,Yes,1,More than 10 Miles,North America,59,Old,No
22252,Single,Female," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle aged,Yes
21260,Single,Female," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolescent,No
11817,Single,Female," $70,000 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,35,Middle aged,Yes
19223,Maried,Female," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,48,Middle aged,No
18517,Maried,Male," $1,00,000 ",3,Bachelors,Management,Yes,4,0-1 Miles,North America,41,Middle aged,No
21717,Maried,Male," $40,000 ",2,Partial College,Clerical,Yes,1,0-1 Miles,North America,47,Middle aged,No
13760,Maried,Male," $60,000 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle aged,No
18145,Maried,Male," $80,000 ",5,Bachelors,Management,No,2,2-5 Miles,Europe,62,Old,No
21770,Maried,Male," $60,000 ",4,Bachelors,Management,Yes,2,More than 10 Miles,North America,60,Old,No
11165,Maried,Female," $60,000 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Middle aged,No
16377,Single,Female," $80,000 ",4,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,47,Middle aged,No
26248,Maried,Male," $20,000 ",3,Partial High School,Clerical,No,2,0-1 Miles,North America,52,Middle aged,No
23461,Maried,Female," $90,000 ",5,Partial College,Professional,Yes,3,2-5 Miles,North America,40,Middle aged,No
29133,Single,Female," $60,000 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,42,Middle aged,No
27673,Single,Female," $60,000 ",3,Graduate Degree,Management,Yes,2,5-10 Miles,North America,53,Middle aged,Yes
12774,Maried,Female," $40,000 ",1,Partial College,Clerical,Yes,1,1-2 Miles,North America,51,Middle aged,Yes
18910,Single,Male," $30,000 ",0,Partial College,Skilled Manual,Yes,2,5-10 Miles,North America,30,Adolescent,No
11699,Single,Male," $60,000 ",0,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,30,Adolescent,No
16725,Maried,Male," $30,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,Adolescent,No
28269,Single,Female," $1,30,000 ",1,Bachelors,Management,No,1,2-5 Miles,North America,45,Middle aged,No
23144,Maried,Male," $50,000 ",1,Bachelors,Skilled Manual,Yes,0,0-1 Miles,North America,34,Middle aged,Yes
23376,Maried,Male," $70,000 ",1,Bachelors,Professional,Yes,1,2-5 Miles,North America,44,Middle aged,Yes
25970,Single,Female," $60,000 ",4,Bachelors,Skilled Manual,No,2,0-1 Miles,North America,41,Middle aged,Yes
28068,Single,Female," $80,000 ",3,Graduate Degree,Professional,No,0,0-1 Miles,North America,36,Middle aged,Yes
18390,Maried,Male," $80,000 ",5,Partial College,Professional,Yes,2,0-1 Miles,North America,44,Middle aged,No
29112,Single,Male," $60,000 ",0,Partial College,Professional,No,2,1-2 Miles,North America,30,Adolescent,No
14090,Maried,Female," $30,000 ",0,Partial High School,Clerical,No,2,0-1 Miles,North America,28,Adolescent,No
27040,Maried,Male," $20,000 ",2,Partial High School,Clerical,Yes,2,1-2 Miles,North America,49,Middle aged,No
23479,Single,Male," $90,000 ",0,Partial College,Professional,No,2,0-1 Miles,North America,43,Middle aged,Yes
16795,Maried,Female," $70,000 ",4,Bachelors,Management,Yes,1,1-2 Miles,North America,59,Old,No
22014,Single,Male," $30,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,26,Adolescent,No
13314,Maried,Male," $1,20,000 ",1,High School,Professional,Yes,4,5-10 Miles,North America,46,Middle aged,Yes
11619,Single,Female," $50,000 ",0,Graduate Degree,Skilled Manual,Yes,0,1-2 Miles,North America,33,Middle aged,No
29132,Single,Female," $40,000 ",0,Bachelors,Professional,Yes,1,2-5 Miles,North America,42,Middle aged,Yes
11199,Maried,Female," $70,000 ",4,Bachelors,Management,Yes,1,More than 10 Miles,North America,59,Old,No
20296,Single,Female," $60,000 ",0,Partial College,Skilled Manual,No,1,1-2 Miles,North America,33,Middle aged,Yes
17546,Maried,Female," $70,000 ",1,Partial College,Skilled Manual,Yes,1,0-1 Miles,North America,44,Middle aged,Yes
18069,Maried,Male," $70,000 ",5,Bachelors,Management,Yes,4,More than 10 Miles,North America,60,Old,No
23712,Single,Female," $70,000 ",2,Bachelors,Management,Yes,1,More than 10 Miles,North America,59,Old,No
23358,Maried,Male," $60,000 ",0,High School,Professional,Yes,2,5-10 Miles,North America,32,Middle aged,Yes
20518,Maried,Female," $70,000 ",2,Partial College,Professional,Yes,1,More than 10 Miles,North America,58,Old,No
28026,Maried,Female," $40,000 ",2,High School,Professional,No,2,2-5 Miles,North America,59,Old,No
11669,Single,Female," $70,000 ",2,Bachelors,Skilled Manual,Yes,1,2-5 Miles,North America,38,Middle aged,No
16020,Maried,Male," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,28,Adolescent,Yes
27090,Maried,Female," $60,000 ",1,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,37,Middle aged,Yes
27198,Single,Female," $80,000 ",0,Graduate Degree,Skilled Manual,No,0,0-1 Miles,North America,40,Middle aged,No
19661,Single,Male," $90,000 ",4,Bachelors,Management,Yes,1,1-2 Miles,North America,38,Middle aged,Yes
26327,Maried,Male," $70,000 ",4,Graduate Degree,Professional,Yes,0,2-5 Miles,North America,36,Middle aged,Yes
26341,Maried,Female," $70,000 ",5,Graduate Degree,Professional,Yes,2,0-1 Miles,North America,37,Middle aged,No
24958,Single,Female," $40,000 ",5,High School,Professional,No,3,2-5 Miles,North America,60,Old,Yes
13287,Single,Male," $1,10,000 ",4,Bachelors,Management,Yes,4,5-10 Miles,North America,42,Middle aged,Yes
14493,Single,Female," $70,000 ",3,Graduate Degree,Management,No,2,1-2 Miles,North America,53,Middle aged,No
26678,Single,Female," $80,000 ",2,Partial High School,Skilled Manual,Yes,2,5-10 Miles,North America,49,Middle aged,No
23275,Maried,Male," $30,000 ",2,High School,Skilled Manual,Yes,2,1-2 Miles,North America,49,Middle aged,No
11270,Maried,Male," $1,30,000 ",2,Graduate Degree,Management,Yes,3,0-1 Miles,North America,42,Middle aged,Yes
20084,Maried,Male," $20,000 ",2,High School,Manual,No,2,0-1 Miles,North America,53,Middle aged,No
16144,Maried,Male," $70,000 ",1,Graduate Degree,Professional,Yes,1,0-1 Miles,North America,46,Middle aged,Yes
27731,Maried,Male," $40,000 ",0,High School,Skilled Manual,Yes,2,5-10 Miles,North America,27,Adolescent,No
11886,Maried,Female," $60,000 ",3,Bachelors,Professional,Yes,1,0-1 Miles,North America,48,Middle aged,Yes
24324,Single,Female," $60,000 ",4,Bachelors,Skilled Manual,Yes,2,2-5 Miles,North America,41,Middle aged,Yes
22220,Maried,Male," $60,000 ",2,High School,Professional,No,2,1-2 Miles,North America,49,Middle aged,Yes
